Standard_Number,Description,Label,Catalog,Edition_Date,Type
60335- 2-89,Household and Similar Electrical Appliances – Safety – Part 2-89: Particular Requirements for Commercial Refrigerating Appliances with an Incorporated or Remote Refrigerant Unit or Compressor,Ed. 1,UL,"April 30, 2021",
60335- 2-89,Standard for Safety for Household and Similar Electrical Appliances – Safety – Part 2-89: Particular Requirements for Commercial Refrigerating Appliances and Ice-Makers with an Incorporated or Remote Refrigerant Unit or Motor-Compressor,Ed. 2,UL,"October 27, 2021",ulcsaiec
60335- 2-113,Household and similar electrical appliances - Safety - Part 2-113: Particular requirements for cosmetic and beauty care appliances incorporating lasers and intense light sources,Ed. 1,UL,"January 27, 2023",uliec
60335- 2-1000,Standard for Safety for Household and Similar Electrical Appliances: Particular Requirements for Electrically Powered Pool Lifts,Ed. 1,UL,"September 29, 2017",ulstd
60335- 2-2019,Outline of Investigation for Robotic Germicidal Equipment,Ed. 2,UL,"March 21, 2022",outline
60384- 14,Safety Requirements for Fixed Capacitors for Use in Electronic Equipment - Part 14: Sectional Specification: Fixed Capacitors for Electromagnetic Interference Suppression and Connection to the Supply Mains,Ed. 2,UL,"July 11, 2014",uliec
60601- 1,"Medical Electrical Equipment, Part 1: General Requirements for Safety",Ed. 1,UL,"April 25, 2003",uliec
60691,Standard for Thermal-Links - Requirements and Application Guide,Ed. 4,UL,"June 30, 2016",uleciaiec
60692,Outline of Investigation for Circuit Interrupters with Fire Extinguishing Agent for Use in Electrical Appliances and Components,Ed. 1,UL,"June 13, 2016",outline
60730- 1,Automatic Electrical Controls for Household and Similar Use; Part 1: General Requirements,Ed. 4,UL,"October 19, 2009",uliec
60730- 1,Automatic Electrical Controls - Part 1: General Requirements,Ed. 5,UL,"August 03, 2016",uliec
60730- 2-3,Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Thermal Protectors for Ballasts for Tubular Fluorescent Lamps,Ed. 2,UL,"June 28, 2013",uliec
60730- 2-4,Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Thermal Motor Protectors for Motor-Compressors of Hermetic and Semi-Hermetic Type,Ed. 1,UL,"January 17, 2003",uliec
60730- 2-4,Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Thermal Motor Protectors for Motor-Compressors of Hermetic and Semi-Hermetic Type,Ed. 2,UL,"November 27, 2013",
60730- 2-5,Subject 60730-2-5,Ed. 3,UL,"January 30, 2014",ulcsaiecisa
60730- 2-5,Automatic Electrical Controls - Part 2-5: Particular Requirements for Automatic Electrical Burner Control Systems,Ed. 4,UL,"July 29, 2022",ulcsaiec
60730- 2-6,Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Automatic Electrical Pressure Sensing Controls Including Mechanical Requirements,Ed. 3,UL,"December 22, 2016",uliec
60730- 2-7,Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Timers and Time Switches,Ed. 2,UL,"March 21, 2014",uliec
60730- 2-7,Automatic Electrical Controls - Part 2-7: Particular Requirements for Timers and Time Switches,Ed. 3,UL,"November 16, 2020",uliec
60730- 2-8,"Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electrically Operated Water Valves, Including Mechanical Requirements",Ed. 2,UL,"February 28, 2007",uliec
60730- 2-8,"Standard for Automatic Electrical Controls - Part 2-8: Particular Requirements for Electrically Operated Water Valves, Including Mechanical Requirements",Ed. 3,UL,"March 24, 2023",ulstd
60730- 2-9,Standard for Automatic Electrical Controls For Household and Similar Use; Part 2: Particular Requirements For Temperature Sensing Controls,Ed. 3,UL,"October 13, 2010",uliec
60730- 2-9,Automatic Electrical Controls - Part 2-9: Particular Requirements for Temperature Sensing Controls,Ed. 4,UL,"February 14, 2017",uliec
60730- 2-10,Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Motor Starting Relays,Ed. 2,UL,"November 08, 2013",uliec
60730- 2-11,Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Energy Regulators,Ed. 2,UL,"November 13, 2013",uliec
60730- 2-11,Automatic Electrical Controls Part 2-11: Particular Requirements for Energy Regulators,Ed. 3,UL,"April 06, 2023",uliec
60730- 2-12,Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electrically Operated Door Locks,Ed. 3,UL,"May 11, 2017",uliec
60730- 2-13,Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Humidity Sensing Controls,Ed. 3,UL,"February 15, 2019",uliec
60730- 2-14,Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electric Actuators,Ed. 2,UL,"February 27, 2013",uliec
60730- 2-14,Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electric Actuators,Ed. 3,UL,"August 07, 2018",uliec
60730- 2-15,"Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Automatic Electrical Air Flow, Water Flow and Water Level Sensing Controls",Ed. 3,UL,"November 06, 2019",uliec
60730- 2-22,Automatic Electrical Controls - Part 2-22: Particular Requirements for Thermal Motor Protectors,Ed. 1,UL,"April 07, 2017",uliec
60730- 2-101,Outline of Investigation for Automatic Electrical Controls - Part 2-101: Particular Requirements for Electrical Sensors and Sensing Elements,Ed. 1,UL,"January 28, 2022",outline
60743,"Live Working - Terminology for Tools, Equipment and Devices",Ed. 3,ULC,"May 01, 2014",ululc
60745- 1,Hand-Held Motor-Operated Electric Tools - Safety - Part 1: General Requirements,Ed. 4,UL,"July 31, 2007",ulcsaiec
60745- 2-1,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-1: Particular Requirements for Drills and Impact Drills,Ed. 2,UL,"March 26, 2004",ulcsaiec
60745- 2-2,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-2: Particular Requirements for Screwdrivers and Impact Wrenches,Ed. 2,UL,"March 26, 2004",ulcsaiec
60745- 2-3,"Hand-Held Motor-Operated Electric Tools - Safety - Part 2-3: Particular Requirements for Grinders, Polishers and Disk-Type Sanders",Ed. 2,UL,"May 31, 2007",ulcsaiec
60745- 2-4,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-4: Particular Requirements for Sanders and Polishers Other Than Disk Type,Ed. 2,UL,"March 26, 2004",ulcsaiec
60745- 2-5,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-5: Particular Requirements for Circular Saws,Ed. 5,UL,"March 20, 2012",ulcsaiec
60745- 2-6,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-6: Particular Requirements for Hammers,Ed. 2,UL,"March 26, 2004",ulcsaiec
60745- 2-8,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-8: Particular Requirements for Shears and Nibblers,Ed. 2,UL,"March 26, 2004",ulcsaiec
60745- 2-9,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-9: Particular Requirements for Tappers,Ed. 2,UL,"March 26, 2004",ulcsaiec
60745- 2-11,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-11: Particular Requirements for Reciprocating Saws,Ed. 2,UL,"March 26, 2004",ulcsaiec
60745- 2-12,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-12: Particular Requirements For Concrete Vibrators,Ed. 2,UL,"March 21, 2005",ulcsaiec
60745- 2-13,Hand-Held Motor-Operated Electric Tools – Safety – Part 2-13: Particular Requirements for Chain Saws,Ed. 1,UL,"December 08, 2011",ulcsaiec
60745- 2-14,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-14: Particular Requirements for Planers,Ed. 2,UL,"March 26, 2004",ulcsaiec
60745- 2-15,Subject 60745-2-15,Ed. 1,UL,"June 28, 2010",ulcsaiec
60745- 2-16,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-16: Particular Requirements for Tackers,Ed. 1,UL,"November 18, 2009",ulcsaiec
60745- 2-17,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-17: Particular Requirements for Routers and Trimmers,Ed. 3,UL,"February 25, 2011",ulcsaiec
60745- 2-18,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-18: Particular Requirements For Strapping Tools,Ed. 1,UL,"March 21, 2005",ulcsaiec
60745- 2-19,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-19: Particular Requirements For Jointers,Ed. 1,UL,"November 25, 2005",ulcsaiec
60745- 2-20,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-20: Particular Requirements For Band Saws,Ed. 1,UL,"March 21, 2005",ulcsaiec
60745- 2-21,Hand-Held Motor-Operated Electric Tools - Safety - Part 2-21: Particular Requirements For Drain Cleaners,Ed. 1,UL,"March 21, 2005",ulcsaiec
60745- 2-22,Subject 60745-2-22,Ed. 1,UL,"July 20, 2012",ulcsaiec
60745- 2-23,Hand-Held Motor-Operated electric Tools - Safety - Part 2-23: Particular Requirements for Die Grinders and Small Rotary Tools,Ed. 1,UL,"September 20, 2013",ulcsaiec
60832- 1,Live working - Insulating sticks and attachable devices - Part 1: Insulating sticks Travaux sous tension – Perches isolantes et outils adaptables – Partie 1: Perches isolantes,Ed. 1,ULC,"December 01, 2010",ululc
60832- 2,Live working – Insulating sticks and attachable devices – Part 2: Attachable devices Travaux sous tension – Perches isolantes et outils adaptables – Partie 2: Outils adaptables,Ed. 1,ULC,"December 01, 2010",ululc
60839- 11-1,"ALARM AND ELECTRONIC SECURITY SYSTEMS - PART 11-1: ELECTRONIC ACCESS CONTROL SYSTEMS - SYSTEM AND COMPONENTS REQUIREMENTS (IEC 60839-11-1:2013, MOD) / Systèmes d'alarme et de sécurité électroniques - Partie 11-1: Systèmes de contrôle d'accès électronique - Exigences systèmes et exigences concernant les composants (CEI 60839-11-1:2013, MOD)",Ed. 2,ULC,"May 31, 2022",canulc
60839- 11-2,"ALARM AND ELECTRONIC SECURITY SYSTEMS - PART 11-2: ELECTRONIC ACCESS CONTROL SYSTEMS - APPLICATION GUIDELINES (IEC 60839-11-2:2014, MOD) / Systèmes d'alarme et de sécurité électroniques - Partie 11-2: Systèmes de contrôle d'accès électronique - Lignes directrices d'application (CEI 60839-11-2:2014, MOD)",Ed. 1,ULC,"July 29, 2022",canulc
60855- 1,Live working - Insulating foam-filled tubes and solid rods - Part 1: Tubes and rods of a circular cross-section / Travaux sous tension - Tubes isolants repmplis de mousse et tiges isolants pleines - Partie 1: Tubes et tiges de section circulaire,Ed. 1,ULC,"August 01, 2016",ululc
60895,LIVE WORKING - CONDUCTIVE CLOTHING / TRAVAUX SOUS TENSION - VÊTEMENTS CONDUCTEURS,Ed. 3,ULC,"August 26, 2021",
60900,LIVE WORKING - HAND TOOLS FOR USE UP TO 1 000 V AC AND 1 500 V DC / TRAVAUX SOUS TENSION - OUTILS À MAIN POUR USAGE JUSQU'À 1 000 V EN COURANT ALTERNATIF ET 1 500 V EN COURANT CONTINU,Ed. 4,ULC,"August 26, 2021",
60903,Live working – Electrical insulating gloves Travaux sous tension – Gants isolants électriques,Ed. 3,ULC,"June 01, 2015",ululc
60939- 3,Passive filter units for electromagnetic interference suppression - Part 3: Passive filter units for which safety tests are appropriate,Ed. 1,UL,"July 22, 2016",uliec
60947- 1,Low-Voltage Switchgear and Controlgear - Part 1: General Rules,Ed. 6,UL,"May 31, 2022",ulcsance
60947- 4-1,Low-Voltage Switchgear and Controlgear - Part 4-1: Contactors and Motor-Starters - Electromechanical Contactors and Motor-Starters,Ed. 4,UL,"May 31, 2022",ulcsaiec
60947- 4-2,Low-Voltage Switchgear and Controlgear - Part 4-2: Contactors and Motor-Starters - AC Semiconductor Motor Controllers and Starters,Ed. 2,UL,"May 31, 2022",ulcsaiec
60947- 5-1,Low-Voltage Switchgear and Controlgear - Part 5-1: Control Circuit Devices and Switching Elements - Electromechanical Control Circuit Devices,Ed. 4,UL,"May 31, 2022",ulcsaiec
60947- 5-2,Low-Voltage Switchgear and Controlgear - Part 5-2: Control Circuit Devices and Switching Elements - Proximity Switches,Ed. 4,UL,"March 31, 2022",ulcsaiec
60947- 5-5,Standard for Low-Voltage Switchgear and Controlgear - Part 5-5: Control circuit devices and switching elements - Electrical emergency stop device with mechanical latching function,Ed. 1,UL,"August 11, 2017",uliec
60947- 7-1,Standard for Low-Voltage Switchgear And Controlgear - Part 7-1: Ancillary equipment - Terminal blocks for copper conductors,Ed. 4,UL,"January 27, 2017",ulcsance
60947- 7-2,Standard for Low-Voltage Switchgear and Controlgear - Part 7-2: Ancillary Equipment - Protective Conductor Terminal Blocks for Copper Conductors,Ed. 4,UL,"January 27, 2017",ulcsance
60947- 7-3,Low-Voltage Switchgear and Controlgear - Part 7-3: Ancillary Equipment - Safety Requirements for Fuse Terminal Blocks,Ed. 3,UL,"January 27, 2017",ulcsance
60947- 7-4,Low-Voltage Switchgear and Controlgear - Part 7-4: Ancillary equipment - PCB terminal blocks for copper conductors,Ed. 1,UL,"April 27, 2018",ulcsance
60950- 1,Information Technology Equipment - Safety - Part 1: General Requirements,Ed. 2,UL,"March 27, 2007",uliec
60950- 21,Information Technology Equipment - Safety - Part 21: Remote Power Feeding,Ed. 1,UL,"November 10, 2003",ulcsaiec
60950- 22,Information Technology Equipment - Safety - Part 22: Equipment to be Installed Outdoors,Ed. 2,UL,"March 31, 2017",ulcsaiec
60950- 23,Information Technology Equipment - Safety - Part 23: Large Data Storage Equipment,Ed. 1,UL,"April 23, 2007",ulcsaiec
60974- 1,Standard for Arc Welding Equipment; Part 1: Welding Power Sources,Ed. 1,UL,"March 17, 2005",uliec
60984,Sleeves of Insulating Material for Live Working Protège-Bras en Matériaux Isolants Pour Travaux Electriques,Ed. 1,ULC,"August 10, 2012",ululc
61010- 1,"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 1: General Requirements",Ed. 3,UL,"May 11, 2012",ulcsaiecisa
61010- 2-010,"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-010: Particular Requirements for Laboratory Equipment for the Heating of Materials",Ed. 4,UL,"June 27, 2019",uliec
61010- 2-011,"Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-011: Particular Requirements for Refrigerating Equipment",Ed. 2,UL,"May 13, 2021",uliec
61010- 2-012,"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-012: Particular Requirements for Climatic and Environmental Testing and Other Temperature Conditioning Equipment",Ed. 2,UL,"June 15, 2022",uliec
61010- 2-020,"Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-020: Particular Requirements for Laboratory Equipment for Laboratory Centrifuges",Ed. 3,UL,"December 15, 2016",uliec
61010- 2-030,"Safety requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-030: Particular Requirements for Equipment Having Testing or Measuring Circuits",Ed. 2,UL,"December 21, 2018",ulcsaiec
61010- 2-032,"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-032: Particular Requirements for Hand-Held and Hand-Manipulated Current Sensors for Electrical Test and Measurement",Ed. 2,UL,"January 10, 2020",uliec
61010- 2-033,"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use – Part 2-033: Particular Requirements for Hand-Held Multimeters for Domestic and Professional Use, Capable of Measuring Mains Voltage",Ed. 2,UL,"January 10, 2020",uliec
61010- 2-034,"Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-034: Particular Requirements for Measurement Equipment for Insulation Resistance and Test Equipment for Electric Strength",Ed. 1,UL,"January 10, 2020",uliec
61010- 2-040,"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-040: Particular Requirements for Sterilizers and Washer-Disinfectors Used to Treat Medical Materials",Ed. 3,UL,"February 17, 2021",uliec
